depth,states
780,644716
781,645828
782,646980
783,648141
784,649308
785,650389
786,651476
787,652557
788,653637
789,654718
790,655798
791,656879
792,657959
793,659040
794,660120
795,661201
796,662281
797,663394
798,664544
799,665704
800,666869
801,667949
802,669034
803,670114
804,671195
805,672275
806,673356
807,674436
808,675517
809,676597
810,677678
811,678758
812,679839
813,680951
814,682099
815,683260
816,684423
817,685504
818,686587
819,687668
820,688748
821,689829
822,690909
823,691990
824,693070
825,694151
826,695231
827,696312
828,697392
829,698505
830,699652
831,700812
832,701974
833,703054
834,704136
835,705216
836,706297
837,707377
838,708458
839,709538
840,710619
841,711699
842,712780
843,713860
844,714941
845,716053
846,717200
847,718361
848,719523
849,720604
850,721686
851,722767
852,723847
853,724928
854,726008
855,727089
856,728169
857,729250
858,730330
859,731411
860,732491
861,733604
862,734751
863,735911
864,737073
865,738153
866,739235
867,740315
868,741396
869,742476
870,743557
871,744637
872,745718
873,746798
874,747879
875,748959
876,750040
877,751152
878,752299
879,753459
880,754620
881,755700
882,756781
883,757861
884,758940
885,760020
886,761099
887,762179
888,763258
889,764338
890,765417
891,766497
892,767576
893,768689
894,769836
895,770994
896,772153
897,773232
898,774312
899,775391
900,776469
901,777547
902,778625
903,779703
904,780781
905,781859
906,782937
907,784015
908,785093
909,786205
910,787350
911,788508
912,789668
913,790748
914,791830
915,792910
916,793990
917,795070
918,796150
919,797230
920,798310
921,799390
922,800470
923,801550
924,802630
925,803742
926,804888
927,806048
928,807208
929,808288
930,809368
931,810448
932,811527
933,812606
934,813685
935,814764
936,815843
937,816922
938,818001
939,819080
940,820159
941,821271
942,822417
943,823576
944,824736
945,825816
946,826897
947,827977
948,829057
949,830137
950,831217
951,832297
952,833377
953,834457
954,835537
955,836617
956,837697
957,838810
958,839991
959,841273
960,842565
961,843768
962,845041
963,846244
964,847445
965,848636
966,849837
967,851028
968,852229
969,853420
970,854621
971,855812
972,857013
973,858237
974,859502
975,860774
976,862088
977,863315
978,864516
979,865709
980,866902
981,868095
982,869288
983,870481
984,871674
985,872867
986,874060
987,875253
988,876446
989,877671
990,878950
991,880222
992,881518
993,882713
994,883927
995,885119
996,886312
997,887504
998,888697
999,889889
1000,891082
1001,892274
1002,893467
1003,894659
1004,895852
1005,897076
1006,898344
1007,899617
1008,900899
1009,902092
1010,903295
1011,904488
1012,905680
1013,906873
1014,908065
1015,909258
1016,910450
1017,911643
1018,912835
1019,914028
1020,915220
1021,916445
1022,917711
1023,918983
1024,920264
1025,921456
1026,922657
1027,923849
1028,925042
1029,926234
1030,927427
1031,928619
1032,929812
1033,931004
1034,932197
1035,933389
1036,934582
1037,935806
1038,937070
1039,938343
1040,939622
1041,940815
1042,942014
1043,943207
1044,944399
1045,945592
1046,946784
1047,947977
1048,949169
1049,950362
1050,951554
1051,952747
1052,953939
1053,955164
1054,956426
1055,957698
1056,958975
1057,960167
1058,961364
1059,962556
1060,963749
1061,964941
1062,966134
1063,967326
1064,968519
1065,969711
1066,970904
1067,972096
1068,973289
1069,974513
1070,975773
1071,977046
1072,978321
1073,979514
1074,980709
1075,981902
1076,983094
1077,984287
1078,985479
1079,986672
1080,987864
1081,989057
1082,990249
1083,991442
1084,992634
1085,993859
1086,995118
1087,996390
1088,997664
1089,998856
1090,1000050
